Komentar,Sentimen
"COULD HAVE BEEN MUCH BETTER !!!: I liked the book DUNE very much. When I saw the movie, I found out that Lynch had wasted a hellful pile of money and a good story. If only someone made a good DUNE film...",Negatif
"THIS DOES NOT WORK WITH DELL INSPIRON **NO STARS**: Don't bother spending your money, it's not worth the $10 I spent for it. It is totally useless, and won't even turn the laptop on. A total waste!!!!!!!!",Negatif
Double image & no tech support: The picture has a mirrow image over lap giving it a double image. Coby does not answer email and their automated phone answering system hangs up on you after 5 minute wait.,Negatif
"bad paper quality.: I bought this as one of my collection of Classics. Everyone knows that the novel itself deserves a five star. However, the poor paper quality does not match the quality of the content.",Negatif
Do I have to give a star..?: These things are complete junk and fall apart whenever you (or your child) touches them...which in turn causes a potential choking hazard for the young child. Save your money.,Negatif
hate of G W Bush: Hate of G W Bush would be a better title. My copy will not be sold or given away but will goes where it belongs in the trash. How dare the author write politics under the guise of faith!,Negatif
"A great disappointment: A am a huge SDRE fan, but to tell you the truth their new CD wasn't all that good, their old stuff was way better. SDRE has lost their style and emotion. This CD isn't worth buying.",Negatif
"With Love by Hilary Duff: This product was delivered promptly and efficiently within three days of ordering it.Don't like the scent anymore however, I don't know if I have changed or if it is an old batch.",Negatif
"mediocre: In my opinion, no movie does any book justice. The book version is always better. This one is not a great remake of the book. I bought another version that was better. Would not highly recommend.",Negatif
NOT MADE FOR THE REAL MOBILE DJ: IT DOESENT HAVE A HOLE IN THE BACK FOR THE CABLES THATS THE DOWN SIDE THATS IT U HAVE TO MAKE A HOLE AND THE AMP DIDNOT FIT HAD TO CUSTOM FIT CUTS IN FOR THE SPEAKER CABLES,Negatif
"OKay but not long lasting and loud: I purchased this from Staples a few months back. It worked okay, but one of the fans constantly stopped working or made a horrible sound. It just stoppd working tonight.",Negatif
"Rip-Off: This review is not a review of the book (which, I guess, serves it's purpose just fine), but a review of the price. $70 for a spiral-bound book!?!?!?! As if college isn't expensive enough already.",Negatif
"Justin and the Best Biscuits in the WorldJP: I Didn`t like it because it makes me feel bad when I read about responsibility. It is also about family value and I like that. So, I give this book three stars.",Negatif
Does not install properly on HP notebook running XP: Did not install properly. DLInk customer services was not one bit helpful. Drivers have not passed Microsoft's scrunity. I cannot recommend this at all.,Negatif
"Grandmother: Not a good movie for young children, very sassy, bullies and bad language for young children. You wonder where they get some of the things they say these days....well examples like this movie.",Negatif
One of the worst films ever made?: What alternate universe did the makers of this film come from? It doesn't even deliver on the ick factor like Ilsa She Wolf of the S.S. did. It's just plain embarrassing.,Negatif
"Disaster: The cap came broke, it keeps spraying without pressing anything, I did not like the smell either, and the seller Tuccini the worst, they did not exchange it or authorized the return, a nightmare.",Negatif
"Not for heavy use: We have three litter boxes for a number of foster cats. After about a week or so of daily scooping, the metal edge just came off, and a few days later the handle snapped. Not a good buy.",Negatif
"Shockingly UNfunny: One of the most disappointing movies I've ever wasted a couple hours of my life on. I love Cleese and Atkinson; however, I wish I could have that time which I wasted on this movie back.",Negatif
"Hollywood, get over yourselves!: There was some great lines and the ending was funny. Still, it was a movie spoofing about itself. It really wasn't all that good. Yes, plenty of celebrities. Still so what?",Negatif
"The Informant: Personally found this to be one of the worst movies ever. Very boring, and I kept watching only because I was CERTAIN it HAD to improve.....what a bummer, spent money on a movie I gave away.",Negatif
NO Photos!!: It's hard to believe there is no photos at all for a book on women's dress! disappointed. No comarison can be found for what is a preferrable style. More like a narrative telling type of work.,Negatif
"Real fiction: Seems that James Patterson has taken a turn, in this book anyway, towards the likes of Jackie Collins. Filled with Harlequin-esque romantics, and none of his usual suspense-filled storylines.",Negatif
"Dangerous!: Be prudent. It is a dangerous concoction. The fumes can give a soar throat, swollen glands, and you might not get the smell out of your nose for a few days. It needs warning labels, and testing.",Negatif
Mother Night: Good shipping but the pages were screwed up! At about 170 it reverts back to 79 and repeats 40 pages leaving 40 pages of the novel out! Terrible! How the hell did this happen! Check the pages.,Negatif
"Boring: I would not reccomend this book. It was very boring and I didn't find much of a purpose. The end was the best part, but it was still bad. l did not get into this book or enjoy it. it was for school.",Negatif
didn't like it.: I thought this book was slow and boring. The characters wre not well developed and I didn't like the author's writing style. The book was amateurishly written. I do not recommend this book.,Negatif
Short Lifespan: This cooling fan worked for about 6 months before the USB power cable frayed and it developed cracks in the plastic. I wouldn't recommend it if you're going to be messing with the cord much.,Negatif
Dark and depressing: This book started out a little depressing and went completely downhill. Likely I was not in the mood to read about the tragedies which occur in this novel but I did not enjoy this read.,Negatif
Trash: I can't believe anybody likes this garbage. What a ridiculous idea. Remember when cartoons used to teach children pertinent lessons and morals? Too bad that was lost to cheap animation and crudeness.,Negatif
"Inaccuracies make it useless: This thermometer always gives readings around 96.5 to 97.5 degrees. As such, it is not a usable product. I am going to replace it, hopefully finding something that is accurate.",Negatif
"far side: A bleak film whose idea gets away from it. By the end you're pretty well tired of throwing up, bloody vomit, foul language, all of which overwhelms the story. S.F. this is not. Essentially boring.",Negatif
"Bad customer experience...Need help!!!: I ordered 3 boxes of these, and 2 of them came smashed (they are made of glass). Who can I call to get 2 new boxes sent? I've tried sending emails, but get no help!!!",Negatif
"Isn't comedy supposed to be funny?: If you lined up all of the humourous material on the 2 CD's, you'd laugh for 5 minutes. But those 5 minutes would be F**king hysterical. Funny in places but very diluted.",Negatif
RIP OFF: This company is a rip off. I never got my order and they still want to charge me for shipping. Also their schedualed delivery time was 26 days. I doubt I will be doing any more business with Amazon,Negatif
Not enough vibration: This was not worth the money spent. I think if it was a more high powered it would be a lot more satisfying. I bought this for my partner and I and neither one of us really enjoyed it.,Negatif
"Utter trash: The only things worse than the acting were the laughable costumes. Special effects are pathetic. If you're really curious, rent it. I can't imagine anyone wanting to actually buy this. Garbage.",Negatif
"Entertaining, but freaky: My son wanted this video so we got it. There is a danger in making things that children think are REAL. Maybe a few more warnings in the video saying this is NOT real would be good.",Negatif
bad power suplly: i bought this 18 months ago. i purchased a refurb unitwell about 2 months ago the ps started to act up.$90.00 later it's working again. Many people have experienced this problem with the ps,Negatif
"Original thought: This movie had an original idea, but lact so much for being a zombie movie. At times it was just stupid! Another zombie movie id pass on. Doubt I'll be re-watching this movie any time soon!",Negatif
Ordered over a month ago and still haven't received it!!!: The person who I ordered this from took the money and never sent the product. I'm in the process of trying to get my money back!!! Never use them!!!,Negatif
"bad experience: I thought i was getting a dvd i could view in the USA!Unfortunately it was for viewing in China!I was told i would have to pay for shipping to send it back,wow. This was from MovieMars,beware",Negatif
"the movie with kristi swanson was better.: i think that the show is dumb and that buffy in the movie is a senior! in the show, she's a junior. what's the deal? and i think that kristi is a much better buffy.",Negatif
dlink sucks: i am so disappointed because tech support was unhelpful. they could not get my laptap wireless running they blamed on my laptap. i was using smc wireless perfectly except its speed up to 54mbps.,Negatif
new dvd: Warner Bros.! Please release Bladerunner in 5.1 Dolby and 2.0 Dolby surround. what's the point of making a DVD if it's not going to have the quality of a DVD? That's the whole reason in buying them.,Negatif
Skip it!: Very basic book that covers no new ground. Go to your local library and find a fitness/weight lifting book. You won't miss anything by taking this route and passing on this relatively useless book.,Negatif
Tracy: This teakettle is the worst! After one week of use it's already rusting inside. The lid has cracked from the heat. I am very dissapointed. Don't purchase this one. Keep shopping for a different brand.,Negatif
How dare you !: A soldier gives the order to shoot on a crowd of civilians (including kids)...lots of dead.And it seems like the director want us to care about the guyUS army self justification at its worst?,Negatif
"Not great: It does not matter how evenly you attempt to apply this product, you will end up with streaks. Thank goodness I decided to start with my legs...at least I can wear jeans until the stuff wears off.",Negatif
"Not for business use!: The license prevents you from using this product for any commercial use, even non-profit business use. Do not buy this product if you have any intention of ever using it to make money.",Negatif
"worst movie I have ever seen: Boring, didn't care for the theme at all, basically crappy music, a failure in every aspect. I can't believe anyone could have the nerve to give this a five star rating. Sheesh.",Negatif
"Good Action, Not So Good Dialogue: I thought the writing was full of SAP! I know it's just a movie, but I can only take so much of that! I haven't read the book, and this almost makes me NOT want to read it.",Negatif
puzzle collection: I did not get a variety of scenes - two of each puzzle instead of different puzzles. That means it wasn't as much of a value as advertised. RIP OFF! Didn't get the puzzles pictured either.,Negatif
"broke easily: we bought this umbrella for my son along with the matching boots. the boots are great, but the umbrella must have been cheaply manufactured as the hinges to keep the umbrella broke very easily.",Negatif
TOO SLOW AND LOW: This reading is VERY slow and the volume is really low. I had to play it on my surround sound system so my class could hear it. I ended up reading the majority of the book to them out loud.,Negatif
This book stinks!!!!!!!!!!: This book was the dumbest book I have ever read. What girl could be so stupid that she would throw kerosene on ones own mother. I suggest you read any other book besides this one.,Negatif
"Not that great: It grates cheese well. My biggest problem is that when the metal parts rub together while cranking, it tends to get metal particles in the grated cheese. I would never buy this product again.",Negatif
"BETTER THAN A SLEEPING PILL: The mostly negativ reviews say it all, so there is not much to add.All I can say is - what a BLOODY MESS! Don't waste your money or your time on this totally incoherent disaster.",Negatif
Terrible: I ordered this thermometer based on what I thought was good reviews but this thing stinks. It takes forever to come up to temperature. I don't think it registers correctly. I wouldn't buy it again.,Negatif
"Too much rambling and disjointed: The book never clearly told a continuos story, too many sub-plots that were ""forgotten"" for most of the book. Read more like a documentary that a mystery thriller I expected",Negatif
"too expensive for what you get.: This product provides just 10 feet of track and a car for $30 dollars. It should cost $5. Do not buy, as it is simply too expensive. $30 should get at least 100 feet of track.",Negatif
"Broke After a few Uses: I bought it because I thought the design was innovative and useful. It grated OK a few times, but the plastic frame holding the metal grate cracked at the corners and eventually broke.",Negatif
"Bad Oxo Product: We love OXO products, but this one is not one of them. Shrimps get mangled. Might be good for very large shrimp though, but not for medium ones. My wife found it faster to just use her nails.",Negatif
"Doesn't fit A640: This product lists the A640 as one it works with. It doesn't. Not even a tight fit. Just flat out doesn't fit.But, since it costs more to return it than throw it away, I'm stuck with it now.",Negatif
"Brass slide jammed: I just got the marking gauge and just as described in another review, the brass slide was jammed. I'd rather pay more and get a fully functional gauge than one that's only half functional.",Negatif
"Quality of undershirt: Frankly I was disappointed with the quality of a ""Fruit of the Loom"" product. I expected a better texture. Guess that's what one should expect of imported goods. My bad I guess.........",Negatif
Poor example of literature .....surely didn't hold up to the change of the times.: BORING!! Doesn't hold up to the times... Read this for a book club. Would not have finished it if it wasn't for my bookclub!!,Negatif
Dorian Gray: The characters were at times insufferable which is the point. I would have liked more detail of Gray's adventures which were almost entirely left to the imagination. Ending came too quick for me.,Negatif
Still Stunned: If Plan Nine From Outer Space is still the worst movie ever made then this clunker is the worst movie ever made in color. At first I couldn't believe my eyes and then I wanted to poke them out.,Negatif
"Expresses the author's personal ego: This is Burgett's personal account in Operation Overlord. I have the greatest respect for what Screaming eagles did in Normandy, but Burgett is a prima donna and it shows!",Negatif
"Ordered this item and got ""Waterboy"" instead of ""Happy Gilmore"" the box said ""Happy Gilmore"" but it had been replaced.: When you order something you expect it to be right and this simply wasnt what I ordered.",Negatif
"Surprisingly slow and a tad boring: I love books about psychiatric hospitals or mental illness. Sadly, this book was very dry and just a very slow read. I found myself having to force myself through the book.",Negatif
"Band saves CD: As usual, Dolly continues trying to sing but has no voice. The musicians are the only good thing about this recording. She's attempting to sing country songs Bluegrass style and it doesn't work.",Negatif
"Not dependable: We found this diaper undependable. Leaky and can't take an average load (liquid or solid). Difficult to manage the night shift, when his clothes and the sheets get wet.Prefer swaddlers any day.",Negatif
"GSM Phones: Alot of stuff for Nokia is GSM only. Pull off your battery, and take a look at your Nokia phone. The older phones that alot of people carry is TDMA/CDMA, like the 5185. Guess what? It dosen't work.",Negatif
"Not worth buying: If you are a thinking person, this book is not for you. I could not finish the book, it just could not draw me in. It is comparable to a daytime soap opera, and I am not a fan of soap operas.",Negatif
SUCKS! SPONGE WONT STAY ON!: This product sucks. The sponge that pops in really easily also POPS BACK OUT even more easily.Basically you get a mope handle that assembles fairly easily and no mop to go with it.,Negatif
"Where to start?: This movie was so slow and long. Once you finally reach the last 45 minutes, you have reached the best part of the whole movie. Just let this movie run while you are busy doing something else.",Negatif
worst fan ever: I purchased a Lasko fan and it only worked for 1 year. I cannot turn the knob to start the fan. The company has ignored my requests to replace the fan. This is a warning not to buy a Lasko fan.,Negatif
"Bad business: The fan pictured above is not the fan the company sends out. They send out a different, inferior model. Lasko did not respond to emails regarding the problem. Dishonest advertising. Buyer beware!",Negatif
"You too can write a novel: Sadly, I am not going to finish this novel. I squirm when I read this because the author cannot write very well.I have read better stories from high school students.Plus it's boring.",Negatif
Did not work: I bought this specifcally because it said HD DVD. It was a gift for my mother and she owns a HD dvd player. It not only did not work in the HD DVD but on none of the other 5 DVD players we tried.,Negatif
Spice World: I thought this move was not that great. I think that they give a not so good influence to kids. Look at what they wear. It's horrible. I don't think any kid should want to grow up to be like that.,Negatif
singing dectitves: singing ectectves was an enanting novel which is a most have for every bookshelf. on the down side the begging and middle was very slow.most peole might not like it. But I thought it was O.K,Negatif
"A Shadow Should Not Talk: I was really excited to get this for my son who loves Don Freeman books. However, this book is about how a shadow is looking for its owner. Shadows don't talk. Bad concept for a book!",Negatif
"scary for the wrong ressons: I will make this review short.This film is worse than battlefield(absolutely vile and abismal, spit,spit,spit,curses,curses,curses)earthnuff saidp.s that owl stil haunts my dreams.",Negatif
OS tgermometer: Would not recommend this produst . Could not get the outdoor remote to broadcast (connect) to the main unit. OS recommends lithium batteries ( $2 + each)that would be an expensive temp reading.,Negatif
"Tinpot Sound quality: This CD sounds like its been recorded from a cheap seventies walkman. The recording sucks so bad, that my recommendation is to stay away from this particular piece. Its not even worth $1.",Negatif
Not worth the price: I expected this to be a large book like the other Good Old Days books that I bought. It is only 16 pages. I do not blame the seller. I was stupid for not checking it out before I bought it.,Negatif
"something u would'nt expect: this movie is terrible. charectors are weak and the plot just plains sucks on white bread. if anything, you should see 100 girls. I dont think this movie should have even been made.",Negatif
But....!: Rarely have so many cliches about the South been found in one single place. The black lady with 7 children all with Ph.D.'s was too much for me! Her sexually adventurous 8th child was more believable.,Negatif
"DO NOT BUY!!!!: iPod Nano's are exceptionally terrible. Do not buy them unless you have a spare $200 to waste. Mine broke in 32 Days, and apple will have nothing to do with the repair. Thanks iPod, for a waste.",Negatif
not good: If I did not have to read this for school I never would have read it. It was an interesting story line but horribly and not understandably written and is one of the worst books I have read in a while.,Negatif
What a Sham!: I'm glad that Fox is finally putting Robin Hood: Men in Tights on DVD. But they must be nuts thinking I'm gonna spend $70 for a whole set of movies if I only want the one. That is just ridiculous!,Negatif
"Shakespeare in Love (Miramax Collector's Series): Not impressed. Bought this as a gift for someone and they lent it back to me to watch. Wasted my time and money, but the person who I gave it to was ok with it.",Negatif
not a useful book: This book was disappointing. The presentation of biometrics was very shallow. I wanted to learn more detailed information about biometrics but the treatment in this book was very superficial.,Negatif
"House of Please Something Happen: Everyone said this movie was a throwback to the horror films of the 80's, but nothing ever seems to happen in this very slow movie. The mood was great, but I need some pay-off.",Negatif
"a bit dull: Thank heavens for one single elegant, authentic story in this book- Ann Dulaney's ""Mitsuko."" Otherwise, quite forced, fuzzy on facts ( Taos is not a hot desert town), and nothing truly erotic to it.",Negatif
dissapointin: i dunno maybe teddy riley has run out of steam but when u listen to guys first album the songs are instantly catchy here nothing is really hey at least better than blackstreets last terrible album,Negatif
STAY AWAY FROM Maxtor Diamond Max Plus 40 GB: Stay away from this hard drive. Lasted less than 10 months. Western Digital apparently is better. I have read many negative reviews about this after I purchased it.,Negatif
"Want to laugh...then listen to this album: A hysterical attempt at a publicity rushed album that is a total joke. Don't waste your money....wait for a few weeks, it'll be available in the $0.99 bin at wal-mart.",Negatif
"Hell no.: Might actually watch this if Cena wasn't in it, if his acting is any worse than his wrestling persona this will be his last movie.*Update:Marine II will star Ted Dibease HAHAHAHAHAHAH LOL!!!! pathetic.",Negatif
"Utter drivel: What a piece of derivative garbage. 311 already made this album and made it better years ago. Give up now and focus on the homework, kids. This music is taking to straight to the unemployment line.",Negatif
I'll Pass on this next time.: Bought 2 of these with the idea of keeping one and giving the other to my mother. Neither worked well and failed soon after using. The seller was magnificent and refunded our money.,Negatif
Not Useful as a Walker for all Children: My child could not use this as a walker. The protruding arms that are used later on for them to ride did not give her enough room to walk in between them. I took it back.,Negatif
"BORING, BAD ACTING, NOT REALISTIC, AWFUL: This movie is not worth seeing. Don't waste your time, and go for the newer productions. In the time the movie was made they certainly did not know what they were doing.",Negatif
Things kind of got crazy...: ...and the thread of the story seems to just run further away from the original concepts. Wasn't thrilled with the new ideas expressed in it and wouldn't recommend it as a good read.,Negatif
"Running With Scissors: Polarizing performance by Annette Benning. Great cast that followed the story-line as true to the acclaimed novel as possible. An abstract story, entertaining in nature but drags its feet.",Negatif
"Horrid Film: This is still to this day one of the most awful films i ever saw. I took a girl on a date for this movie and wow, what a mistake. The movie has no real plot and just gets worse as you watch it more.",Negatif
"Prep: I was so disappointed by this book. I never really got a grasp of the main character and I kept waiting for a climax in the book - which never took place. It is good writing, but the story needed to spark.",Negatif
Its not good.: This is only good if you are absolutly desperate. The monitor you hook it up to will not show color and it constantly has a darker bar running down it. There is no sound at all so thats of no use.,Negatif
Not worth the money!: It didn't provide any more information than the instruction manual that came with the camera did. Only advantage is the size and shape of the book which feels nicer than holding the manual.,Negatif
Nice tools but poor quality: I love my pink tools. The only thing is that the name on the handle has dissapeared?? I made spagetti and the spoon got stained with tomatoe sauce. That is why I am very dissapointed,Negatif
"Waste of money!: Like many of the Barbie CD Roms, the playtime is limited - averaging about 5 mins for each of my two daughters (ages 5 & 7). Like the Barbie movies and other CD Roms the graphics are poorly done.",Negatif
Really bad :(: That a bad star for clay aiken this c-d is really borring and all the songs sound the same. One listen of this album is enought to say don't waste your money into this c-d. Really peace of nothing.,Negatif
this album suxxxx: i could hardly stand to listen to this cd for more than five minutes.......it was so depressing and all the songs practically sounded the same.....get What's the story morning glory....it rocks,Negatif
"Disappointed: I was also disappointed with this book. I heard Oprah talking about how great it was, and I found it a struggle to read. I was easily distracted when reading this book. Overall, a big disappointment",Negatif
"I agree - its BORING: I wish I would have read these reviews before I picked up the book at the local booksellers. I kept waiting for something good to happen, but alas... it never got to the level I expected. :(",Negatif
"Sony Root Kiet: I was going to get this for my dad for X-mass, but sorry Sony not going to get. You lost out on my money because I am not going to give my father a virus. Guess I will get the next CD on his list.",Negatif
"Like others say, stay away from the DVD!: When I bought this and took it home. I played it and was severely dissapointd. Ditto to what most other reviewers said. I took it back to Best Buy the next day. It sucks!",Negatif
Great when it works but it didn't last a year: this camera worked fine for a while but then slide piece came off and the camera stopped working....cost too much to fix......don't buy...too much for a throw away..,Negatif
Remote husband: Great setting for a crime - everyone snowbound or snowblind perhaps. The psychologist/sleuth is only a husband bringing hiswife's purse to the hospital. A good read if you enjoy lawyers in trouble,Negatif
Not great value but Word and Excel are great programs: What can anybody say about software for which there is no choice but to buy? Can't do without it - had to buy it. Therefore I think the deal could be better.,Negatif
"No multi column view with ""Kindle for Mac"": The multi column view does not work with this particular book.I've never encounter same problem with all other Kindle books, including ones from same pulisher.How come?",Negatif
Piece of JUNK: This device (both models) is a total piece of junk. Be warned. Do NOT purchase this piece of crap. It isn't worth anything unless you like frustration and an expensive paper weight. Look elsewhere.,Negatif
Two thumbs Down!: Gigan was good but the toy on strings Ghidrah and the aliens and guy drawing pokadot monster thing was stupid! And also....Godzilla talks? Give me a break! It sounded like some old guy mumbling.,Negatif
"Nothing ""simple"" about it: Preparing cow brains and eels might be simple for some, but most will find this a very impractical guide to French cooking. ""Pretentious French Food,"" would be a more appropriate title.",Negatif
Did not work: I ordered this battery months ago and still can not get it to work. I did email the seller but did not get a response. This is the second battery I purchased for my Sony camcorder that did not work.,Negatif
"one star for a f*****: THIS ""MUSIC"" IS PURE SH*T AND I WISH SOME ONE LIKE SID OR COBAIN COMES AND PUT THEIR GUITARS IN THESE GUYS' AS**'S, HIP HOP STINKS, THE RAP AND HIP HOP ARE BEASTIE BOYS ,NOT SH*T LIKE THIS.",Negatif
"Product Description Misleading: Though the performances are very good, I am very frustrated with this purchase, as Amazon describes this set as unabridged. It is, in fact, substantially abridged, so buyer beware.",Negatif
Hated it: This was a nothing single I hated it and so did everyone else a stupid cover everyone was asking if she was A Lesbo this is possibly her worst single of all timeLyrics -1/10 Production 0/10 Overall 0/10,Negatif
"Disappointed: I love this video unfortunately it doesn't show on a Blue Rays DVD player. Which means I can't enjoy it :( I was a bit frustrated. However, other purchases in the past have been great through Amazon.",Negatif
Not extended!: There is an extended version and this is not it. It is on television all the time. Clever of the WB to make the first two extended and not the next two. I assumed they were extended and bought them.,Negatif
"Gruesome...: Well, you won't see Michael Myers in this sequel, but it's still watchable.An evil maker somewhere in Northern California provides young children with devilishly made pumpkin masks... need I say more.",Negatif
"Contrived: Not much of a book but maybe entertaining for those who want a book for the beach. Tracy Chevalier's book, The Girl With the Pearl Earring, is a much more engaging treatment of the same topic (Vermeer.)",Negatif
"Cyberspace and the Media: Another interesting view on cyberspace, this takes on the media's impact on this evolving medium. Worth borrowing for most. If you are a public affairs type you might want to even buy it.",Negatif
Cliche characters and nanotech as window dressing only: The psycho son Greg was so boring killing everyone. I had to skim over half the book. I couldn't even finish this slop. What a waste of time? So unoriginal!!,Negatif
"this was a waste of $3.98: Matt Damon is going in the same direction John Travolta went in the 1980's. and Greg Kinnear is begging to be the next host of Hollywood Squares. I'll take Jim J. Bullock to block, Greg.",Negatif
"Elizabeth the Silly School Girl: A work of fiction is a great thing, but to take the life of a famous historical character and potray it as accurate is wrong. Why not just make up a story with no historical basis?",Negatif
dog bone: Not for a dog that chews...which is all of them. But especially aggressive chewers like my 10 month old terrier. Big chunks come off and get swallowed. That can't be good for them. Steer away from these.,Negatif
Get the 5-star edition and be done with it...: The 5-star edition is the dvd to have if you want to own ID4. It is a 2 disc release that is packed with special features including the extended version of the movie.,Negatif
Jacket Messed up: Has anyone else noticed that the synopsises of the episodes on the cover don't match the episodes played? High Price and not accurate besides. The titles match but not what happens. Very strange.,Negatif
"Lousy Product!!: I bought 3 of these and the arm rests fell off of all 3! They are also very flimsy in general, the crotch buckle is difficult to use and the seat padding just gets in the way. BUY SOMETHING ELSE!!",Negatif
"This Book is NOT for NXT: It's a great book. But the Mindstorms microproessor is now NXT -- it has been updated. Until this book is updated, you'd be better off to find a good book which is based on the NXT system.",Negatif
"Good book bad Digitization: The digital copy of this book is poor with artifacts on almost every other page, makes it difficult to read at points, definitely not worth the price for the effort the publisher put in.",Negatif
You really have to be kidding me.....: I'm sorry but I just don't get it.This is a long movieThis is a boring movieI could never understand why people got so into this flick. I find it a great chore to sit through.,Negatif
What is on the tape?: It is hard to know if you want to buy an item when the descriptioin does not include what movies are on the tape?Could someone post that info?I'll rate it higher when I know what it is?Phillip,Negatif
"Either I've attracted Highly Evolved Flies, or this is 100% Rubbish: Are there a lot of flies near this? Yes.Have practically any flies been caught by this stupifyingly piece of useless rubbish? No.Review complete.",Negatif
"I would give it zero stars if i could.: Unbelievably terrible movie, and a terrible transfer. I'd go into more detail, but that would require that i think about the movie again, and i refuse to make myself do that.",Negatif
"Mislabeled: I have worn Keds sneakers for many years, always ordering size 6.5.The label in the sneaker and the box are labeled 6.5, but this sneaker is at most size 5, or it is a child's sneaker.Very disappointed.",Negatif
"junk: loved it right out of the box, big CLEAR numbers, but the magnetic strip was not strong enough to hold on to fridge, therefore when closing fridge door, it fell and shattered to pieces. so much for that idea.",Negatif
"Unusual design: I twisted and twisted, but they never quite fit. They either hurt or fell out (or both).Then the rubber ""foot"" popped off one of the buds and disappeared and that was that.Nice sound quality though.",Negatif
roller coaster: This was not the game my son was looking for. you failed to put in your add additional product needed for this selection. I was very dissatisfied and am letting my friends know do not use this site.,Negatif
"CD-Three Coins in a Fountain: This is one of my favorite movies, however, about half way through the movie there was a skip in the CD. I had to fast forward to get past this point and missed that part of the movie.",Negatif
"Doesn't work!!!: I bought this and sent it back that day, it wouldn't work on my computer or my car or I tried my home Cd player and nothing. They sent me a new one and guess what...still doesn't work!!!! A waste!!",Negatif
"Farm Animals Plastic Smell: While these animals are inexpensive, the quality is cheap. Would be nice play / learning toys, but the wafting smell of cheap plastic scares me as any toddler will put them in his mouth.",Negatif
"wasted pages: The title promised an inside look and stoveside excursion into the heart of Africa. Two entire pages devoted to ""How to Boil Corn"" caused me to throw this dog out with grabage. Regretful purchase.....",Negatif
Not for the long haul: We purchased this in January 2011 and already there are 2 rips in it. We will need to purchase a replacement one. The material is medium weight- thought it would last longer than 1 3/4 years.,Negatif
"This book was slow, and weak.: Not one of his bests....thank god! It was a very slow, weak, boring, ...I could go on an on! I thikn he shoudl stick to his usual frightening detailed books..this just didn't compare!",Negatif
"Horrible Diapers: I bought these diapers after using the pampers swaddlers and these are the worst diapers ever! The smell of urine seeps through the diapers. Also, they do not absorb at all...not worth the savings!",Negatif
Impossible to read: The print is so incredibly small that I couldn't even finish reading it (I am in my early 30's with perfect vision and do not use glasses). Seemed like a cute story if only the format was better.,Negatif
"Is book true?: In the very first chapter the motion picture frame of war coverage on the Roer river in Germany, it shows the dates 1942-1943, but the invasion of Europe never happend until June 1944. Please explain.",Negatif
Worst movie in history: Where to start? This thing is so bad that it is a disgrace to bad melodrama. The plot is so predictable it is sickening. This movie wasn't even released until after Harry Potter was released.,Negatif
Pinocchio not the only one who lies!: This version of Pinocchio was in Italian! No where in the discription does this item indicate that it is the Italian version! Now I have to send it back to Italy for a refund...,Negatif
"THIS IS A TERRIBLE ALBUM: if you're considering buying this album i'd say you'd probably enjoy it, but if you have any respect for yourself and the people around you please forget it and buy something less terrible.",Negatif
Kindel Version: This is one of my favorite books but once again very disappointed with the Kindle version. Very poor job scanning and optimizing pictures. Any beginner photoshop student could have done a better job.,Negatif
"Very little Tom Hardy: I didn't like the movie and only bought it due to Tom Hardy being listed as an actor in the movie. He is lieterally in the movie for maybe 1 minute at most. Poor story, bad acting, crap movie.",Negatif
Not Recommended: I bought these on the hope that I'd find a relatively unknown but excellent canalphone. I was wrong. The sound is tinny and the build quality was sub-par. They broke within a month. Not Recommended!,Negatif
what the?: this album is nominated by me for the worst thing that ever happened this year for music. The lyrics seemed to be written by a four year old who is retarded. I've lost faith in Method man after this album,Negatif
Do not buy this card: Purchased this card - would not work... Period.Company would not supply refund so --- threw my money down the drain.Have built 14 computers and am electrical engineer. Trust me - look elswhere.,Negatif
Genre fans only: Good special effects and a mouth dropping production design can't overcome a rather vague and oppressive plotline. The idea of being able to hear what the characters are thinking wasn't very bright.,Negatif
Keep Away! Gets too hot.. SHoddy and broke right away: This light broke right away... after using it maybe 7-10 times the switch broke and it no longer works. Plus it gets VERY hot... there are other better choices!,Negatif
"GAG REFLEX!!: This album is just horrible. Justin sounds like a girl singing (and hes not even good at that). Plus he broke up with Britney Spears, and that proves that he is a complete loon. DO NOT BUY THIS ALBUM!!",Negatif
"My bad: Because I love the Agatha series and Hamish books by M.C. Beaton, I thought I'd love this book. Her awesome writing really shines through, but not being a fan of romances this book did nothing for me at all.",Negatif
Wow the talent here is amazing!!!!: When will you inner city thugs realize that talking into a microphone over a drum machine is not music. Werd to your mutha yo. Peace in the middle east G money posse. Booyeeeee!!!,Negatif
"Waste of $$$: Got a year's subscription for only $5 and it was still a waste of money. Pretentious, self important, snobby, full of picures of socialites and others I don't give a damn about. Will never order again.",Negatif
"NOT VERY GOOD: I DIDN'T THINK THAT PARTY SUMMER WAS A GOOD BOOK. IT WASN'T EVEN SCARY OR SUSPENSEFUL! I LIKED THE BEGINNING AND IT HAS KIND OF A COOL ENDING, BUT STILL IT IS A VERY DISAPOINTING BOOK FROM R.L. STINE.",Negatif
Not Happy: I didn't realize this product would be automatically renewed. I've asked that this renewal be cancelled and my money refunded and was told it would be done. that was several weeks ago and still no refund.,Negatif
I HATE THIS BOOK: I thought this was the worst book I ever read. There was no point and way to confusing. he would ramble on about stuff not even importnat to the plot! i hated reading this! stay away from this book!,Negatif
